ENSP00000436737	ENSG00000085063	ENST00000533403
ENSP00000389969	ENSG00000237216	ENST00000415687
ENSP00000382006	ENSG00000115204	ENST00000399052
ENSP00000382008	ENSG00000125863	ENST00000399054
ENSP00000462656	ENSG00000092871	ENST00000581039
ENSP00000462657	ENSG00000141627	ENST00000582399
ENSP00000469607	ENSG00000197756	ENST00000598925
ENSP00000462652	ENSG00000167261	ENST00000575510
ENSP00000462653	ENSG00000176155	ENST00000583053
ENSP00000462650	ENSG00000106069	ENST00000423511
ENSP00000462651	ENSG00000166960	ENST00000581524
ENSP00000469608	ENSG00000003402	ENST00000494258
ENSP00000423890	ENSG00000137449	ENST00000509684
ENSP00000382789	ENSG00000215277	ENST00000399905
ENSP00000429338	ENSG00000079841	ENST00000522211
ENSP00000429339	ENSG00000113645	ENST00000524228
ENSP00000446816	ENSG00000058272	ENST00000547330
ENSP00000465929	ENSG00000131242	ENST00000583755
ENSP00000429333	ENSG00000008988	ENST00000519606
ENSP00000377105	ENSG00000158955	ENST00000393461
ENSP00000429336	ENSG00000120885	ENST00000520796
ENSP00000429337	ENSG00000135299	ENST00000522779
ENSP00000369716	ENSG00000170004	ENST00000380358
ENSP00000451809	ENSG00000172590	ENST00000555536
ENSP00000451800	ENSG00000182512	ENST00000557731
ENSP00000451805	ENSG00000066629	ENST00000556947
ENSP00000451804	ENSG00000165792	ENST00000554283
ENSP00000451807	ENSG00000119725	ENST00000555730
ENSP00000476902	ENSG00000107518	ENST00000609571
ENSP00000402627	ENSG00000135164	ENST00000413276
ENSP00000402626	ENSG00000058453	ENST00000445545
ENSP00000476905	ENSG00000132604	ENST00000567841
ENSP00000402629	ENSG00000159128	ENST00000421802
ENSP00000299135	ENSG00000140153	ENST00000299135
ENSP00000345056	ENSG00000114859	ENST00000344937
ENSP00000321405	ENSG00000135119	ENST00000319176
ENSP00000345055	ENSG00000185760	ENST00000342056
ENSP00000409905	ENSG00000055917	ENST00000440577
ENSP00000409909	ENSG00000164828	ENST00000429178
ENSP00000384876	ENSG00000166436	ENST00000402157
ENSP00000384874	ENSG00000163795	ENST00000407879
ENSP00000384872	ENSG00000003756	ENST00000404526
ENSP00000384870	ENSG00000136237	ENST00000405243
ENSP00000302572	ENSG00000113648	ENST00000304332
ENSP00000430000	ENSG00000253719	ENST00000519948
ENSP00000430001	ENSG00000214357	ENST00000522853
ENSP00000430003	ENSG00000104472	ENST00000519618
ENSP00000430005	ENSG00000124343	ENST00000509484
ENSP00000432895	ENSG00000187609	ENST00000465160
ENSP00000432894	ENSG00000150672	ENST00000524982
ENSP00000432897	ENSG00000172922	ENST00000527610
ENSP00000432891	ENSG00000149100	ENST00000533439
ENSP00000432890	ENSG00000149554	ENST00000524737
ENSP00000458789	ENSG00000185359	ENST00000573320
ENSP00000468265	ENSG00000167543	ENST00000578749
ENSP00000458783	ENSG00000184697	ENST00000572154
ENSP00000468266	ENSG00000081923	ENST00000588255
ENSP00000468261	ENSG00000101654	ENST00000593007
ENSP00000468260	ENSG00000129354	ENST00000592285
ENSP00000468262	ENSG00000134769	ENST00000587723
ENSP00000473851	ENSG00000258389	ENST00000605758
ENSP00000429800	ENSG00000143303	ENST00000522237
ENSP00000473858	ENSG00000150867	ENST00000604912
ENSP00000453402	ENSG00000137821	ENST00000559069
ENSP00000404506	ENSG00000075618	ENST00000444748
ENSP00000373908	ENSG00000163576	ENST00000389256
ENSP00000453404	ENSG00000140548	ENST00000558883
ENSP00000458251	ENSG00000170037	ENST00000576536
ENSP00000458254	ENSG00000005339	ENST00000572134
ENSP00000362909	ENSG00000101079	ENST00000373803
ENSP00000408592	ENSG00000141956	ENST00000422911
ENSP00000457180	ENSG00000140511	ENST00000562889
ENSP00000446966	ENSG00000161813	ENST00000548993
ENSP00000446967	ENSG00000050426	ENST00000553043
ENSP00000431359	ENSG00000149541	ENST00000531383
ENSP00000446965	ENSG00000196465	ENST00000552568
ENSP00000431357	ENSG00000159063	ENST00000525761
ENSP00000431355	ENSG00000176102	ENST00000524827
ENSP00000431352	ENSG00000149735	ENST00000532246
ENSP00000484959	ENSG00000278839	ENST00000611952
ENSP00000472109	ENSG00000074219	ENST00000598810
ENSP00000403999	ENSG00000099910	ENST00000444967
ENSP00000397039	ENSG00000243627	ENST00000450895
ENSP00000397038	ENSG00000161558	ENST00000435956
ENSP00000403992	ENSG00000115827	ENST00000431110
ENSP00000397036	ENSG00000138073	ENST00000456259
ENSP00000382823	ENSG00000174007	ENST00000399942
ENSP00000402756	ENSG00000184162	ENST00000420605
ENSP00000342332	ENSG00000011304	ENST00000350092
ENSP00000434804	ENSG00000173715	ENST00000532565
ENSP00000433857	ENSG00000254788	ENST00000532838
ENSP00000433853	ENSG00000110075	ENST00000530734
ENSP00000433850	ENSG00000134644	ENST00000498419
ENSP00000439835	ENSG00000184988	ENST00000536052
ENSP00000480673	ENSG00000103248	ENST00000568037
ENSP00000434808	ENSG00000198561	ENST00000529919
ENSP00000434809	ENSG00000149182	ENST00000525314
ENSP00000433858	ENSG00000166444	ENST00000531060
ENSP00000397785	ENSG00000130707	ENST00000443588
ENSP00000374633	ENSG00000188263	ENST00000389983
ENSP00000397788	ENSG00000114346	ENST00000437296
ENSP00000466987	ENSG00000109084	ENST00000336687
ENSP00000466766	ENSG00000126581	ENST00000593205
ENSP00000466767	ENSG00000033627	ENST00000592324
ENSP00000466764	ENSG00000073536	ENST00000588019
ENSP00000466765	ENSG00000132026	ENST00000592204
ENSP00000466762	ENSG00000130159	ENST00000592312
ENSP00000466761	ENSG00000031823	ENST00000591736
ENSP00000464899	ENSG00000134440	ENST00000587194
ENSP00000464896	ENSG00000197256	ENST00000588787
ENSP00000387094	ENSG00000118640	ENST00000409760
ENSP00000464894	ENSG00000074657	ENST00000586997
ENSP00000331791	ENSG00000184058	ENST00000332710
ENSP00000464892	ENSG00000083290	ENST00000575432
ENSP00000445432	ENSG00000161513	ENST00000544854
ENSP00000445435	ENSG00000110107	ENST00000535326
ENSP00000445436	ENSG00000111341	ENST00000545199
ENSP00000445438	ENSG00000177575	ENST00000542280
ENSP00000387097	ENSG00000135999	ENST00000409654
ENSP00000400976	ENSG00000023228	ENST00000457011
ENSP00000419248	ENSG00000136521	ENST00000472629
ENSP00000419243	ENSG00000165060	ENST00000484259
ENSP00000419242	ENSG00000127993	ENST00000481551
ENSP00000447361	ENSG00000258150	ENST00000551411
ENSP00000419240	ENSG00000135250	ENST00000482897
ENSP00000419246	ENSG00000148225	ENST00000465979
ENSP00000419244	ENSG00000163646	ENST00000485607
ENSP00000466498	ENSG00000181666	ENST00000590582
ENSP00000443879	ENSG00000131018	ENST00000537033
ENSP00000443873	ENSG00000168004	ENST00000539221
ENSP00000466491	ENSG00000122490	ENST00000478144
ENSP00000466494	ENSG00000129354	ENST00000591676
ENSP00000466496	ENSG00000188321	ENST00000592896
ENSP00000466497	ENSG00000095066	ENST00000588052
ENSP00000359011	ENSG00000162641	ENST00000369994
ENSP00000477711	ENSG00000151778	ENST00000616650
ENSP00000359014	ENSG00000102032	ENST00000369997
ENSP00000406317	ENSG00000103202	ENST00000454619
ENSP00000462406	ENSG00000112245	ENST00000578299
ENSP00000415278	ENSG00000196466	ENST00000419318
ENSP00000432079	ENSG00000110148	ENST00000532715
ENSP00000432073	ENSG00000025434	ENST00000527949
ENSP00000366738	ENSG00000049247	ENST00000377516
ENSP00000390337	ENSG00000114026	ENST00000441094
ENSP00000435868	ENSG00000131620	ENST00000531300
ENSP00000435864	ENSG00000137720	ENST00000530214
ENSP00000432377	ENSG00000162300	ENST00000530488
ENSP00000435861	ENSG00000143248	ENST00000531476
ENSP00000435860	ENSG00000197702	ENST00000528916
ENSP00000435863	ENSG00000183020	ENST00000526753
ENSP00000435862	ENSG00000177542	ENST00000531437
ENSP00000437595	ENSG00000003056	ENST00000543704
ENSP00000437594	ENSG00000111530	ENST00000540525
ENSP00000362297	ENSG00000196090	ENST00000373201
ENSP00000362294	ENSG00000196090	ENST00000373198
ENSP00000437598	ENSG00000157423	ENST00000538382
ENSP00000434433	ENSG00000149182	ENST00000527927
ENSP00000444472	ENSG00000136044	ENST00000539978
ENSP00000444477	ENSG00000187848	ENST00000542301
ENSP00000443126	ENSG00000177990	ENST00000541083
ENSP00000395109	ENSG00000140563	ENST00000451018
ENSP00000446189	ENSG00000076043	ENST00000539788
ENSP00000403239	ENSG00000150672	ENST00000434967
ENSP00000403238	ENSG00000138378	ENST00000413064
ENSP00000403236	ENSG00000086758	ENST00000426907
ENSP00000403233	ENSG00000110066	ENST00000458496
ENSP00000290418	ENSG00000135637	ENST00000290418
ENSP00000238607	ENSG00000119630	ENST00000238607
ENSP00000474192	ENSG00000107745	ENST00000603011
ENSP00000474199	ENSG00000250799	ENST00000589835
ENSP00000427246	ENSG00000168491	ENST00000510617
ENSP00000434026	ENSG00000080854	ENST00000533160
ENSP00000402764	ENSG00000102572	ENST00000444574
ENSP00000434025	ENSG00000143554	ENST00000524676
ENSP00000434022	ENSG00000149182	ENST00000527776
ENSP00000452632	ENSG00000078304	ENST00000553890
ENSP00000450324	ENSG00000063046	ENST00000552490
ENSP00000448968	ENSG00000161800	ENST00000552157
ENSP00000448969	ENSG00000075415	ENST00000551265
ENSP00000452630	ENSG00000078304	ENST00000557714
ENSP00000474445	ENSG00000148335	ENST00000459968
ENSP00000429479	ENSG00000120896	ENST00000522721
ENSP00000429477	ENSG00000158669	ENST00000519853
ENSP00000429476	ENSG00000136960	ENST00000522167
ENSP00000448962	ENSG00000005073	ENST00000517402
ENSP00000429471	ENSG00000105136	ENST00000520540
ENSP00000429470	ENSG00000040275	ENST00000505977
ENSP00000399316	ENSG00000115652	ENST00000457835
ENSP00000394541	ENSG00000184702	ENST00000438754
ENSP00000394547	ENSG00000173409	ENST00000435927
ENSP00000394545	ENSG00000107929	ENST00000448368
ENSP00000394549	ENSG00000049540	ENST00000431562
ENSP00000390432	ENSG00000160298	ENST00000445935
ENSP00000449386	ENSG00000075856	ENST00000546815
ENSP00000364608	ENSG00000126226	ENST00000375459
ENSP00000390436	ENSG00000074047	ENST00000452319
ENSP00000406468	ENSG00000128512	ENST00000450156
ENSP00000406464	ENSG00000088367	ENST00000451082
ENSP00000364606	ENSG00000126226	ENST00000375457
ENSP00000457777	ENSG00000171016	ENST00000563719
ENSP00000457771	ENSG00000114062	ENST00000566215
ENSP00000457770	ENSG00000175267	ENST00000568328
ENSP00000457773	ENSG00000131951	ENST00000570145
ENSP00000442459	ENSG00000136425	ENST00000539011
ENSP00000442457	ENSG00000198178	ENST00000543765
ENSP00000457779	ENSG00000103544	ENST00000542027
ENSP00000402549	ENSG00000114503	ENST00000455953
ENSP00000402545	ENSG00000163812	ENST00000443879
ENSP00000439191	ENSG00000112096	ENST00000537657
ENSP00000356289	ENSG00000118194	ENST00000367320
ENSP00000448388	ENSG00000111331	ENST00000548514
ENSP00000448385	ENSG00000166153	ENST00000550587
ENSP00000448386	ENSG00000175215	ENST00000549039
ENSP00000448387	ENSG00000185024	ENST00000547530
ENSP00000442984	ENSG00000095110	ENST00000536312
ENSP00000379523	ENSG00000123473	ENST00000396221
ENSP00000475719	ENSG00000137185	ENST00000531981
ENSP00000475711	ENSG00000155367	ENST00000464951
ENSP00000420905	ENSG00000145715	ENST00000506290
ENSP00000356751	ENSG00000007908	ENST00000367777
ENSP00000356750	ENSG00000007908	ENST00000367776
ENSP00000440754	ENSG00000111641	ENST00000542944
ENSP00000440587	ENSG00000171681	ENST00000538511
ENSP00000393017	ENSG00000237765	ENST00000422728
ENSP00000393019	ENSG00000108825	ENST00000452752
ENSP00000401160	ENSG00000071909	ENST00000442690
ENSP00000350776	ENSG00000077279	ENST00000358070
ENSP00000448037	ENSG00000067798	ENST00000550503
ENSP00000448035	ENSG00000196531	ENST00000550952
ENSP00000448030	ENSG00000066117	ENST00000550477
ENSP00000355486	ENSG00000203667	ENST00000366528
ENSP00000448039	ENSG00000196531	ENST00000550920
ENSP00000484064	ENSG00000274391	ENST00000612957
ENSP00000450206	ENSG00000111605	ENST00000551516
ENSP00000438829	ENSG00000135093	ENST00000536393
ENSP00000441189	ENSG00000168010	ENST00000534905
ENSP00000441185	ENSG00000197614	ENST00000535411
ENSP00000437835	ENSG00000179889	ENST00000535621
ENSP00000438826	ENSG00000139151	ENST00000534932
ENSP00000415388	ENSG00000143776	ENST00000448940
ENSP00000456919	ENSG00000243708	ENST00000569354
ENSP00000456915	ENSG00000103528	ENST00000568433
ENSP00000418389	ENSG00000163430	ENST00000480823
ENSP00000318212	ENSG00000173826	ENST00000314672
ENSP00000418380	ENSG00000143748	ENST00000492281
ENSP00000418383	ENSG00000006704	ENST00000476977
ENSP00000481748	ENSG00000278088	ENST00000617651
ENSP00000418385	ENSG00000105939	ENST00000464606
ENSP00000418387	ENSG00000102003	ENST00000472598
ENSP00000411860	ENSG00000142149	ENST00000430354
ENSP00000480290	ENSG00000178104	ENST00000618504
ENSP00000410405	ENSG00000160796	ENST00000416683
ENSP00000401781	ENSG00000127928	ENST00000428834
ENSP00000424975	ENSG00000111859	ENST00000508546
ENSP00000418652	ENSG00000213533	ENST00000485356
ENSP00000424977	ENSG00000160789	ENST00000508500
ENSP00000424976	ENSG00000189409	ENST00000472264
ENSP00000424971	ENSG00000113648	ENST00000510038
ENSP00000424970	ENSG00000113356	ENST00000512239
ENSP00000418655	ENSG00000174579	ENST00000473093
ENSP00000418659	ENSG00000112514	ENST00000494751
ENSP00000418658	ENSG00000163950	ENST00000488267
ENSP00000454459	ENSG00000206053	ENST00000561516
ENSP00000255531	ENSG00000165194	ENST00000255531
ENSP00000392058	ENSG00000167613	ENST00000438193
ENSP00000392050	ENSG00000144136	ENST00000423633
ENSP00000400784	ENSG00000137959	ENST00000450498
ENSP00000394846	ENSG00000090487	ENST00000416889
ENSP00000394849	ENSG00000141314	ENST00000431505
ENSP00000396996	ENSG00000185049	ENST00000411649
ENSP00000396990	ENSG00000160746	ENST00000414522
ENSP00000470313	ENSG00000076944	ENST00000593535
ENSP00000416121	ENSG00000258589	ENST00000443812
ENSP00000416125	ENSG00000236699	ENST00000420470
ENSP00000427404	ENSG00000168671	ENST00000513300
ENSP00000452113	ENSG00000258986	ENST00000556320
ENSP00000427406	ENSG00000151470	ENST00000502887
ENSP00000455327	ENSG00000048471	ENST00000562510
ENSP00000452116	ENSG00000118308	ENST00000557489
ENSP00000452117	ENSG00000165795	ENST00000553593
ENSP00000455322	ENSG00000103154	ENST00000566836
ENSP00000427403	ENSG00000001084	ENST00000505197
ENSP00000417837	ENSG00000121579	ENST00000493900
ENSP00000417834	ENSG00000002933	ENST00000475536
ENSP00000452119	ENSG00000185650	ENST00000553375
ENSP00000427408	ENSG00000169045	ENST00000503105
ENSP00000427409	ENSG00000114544	ENST00000508835
ENSP00000417830	ENSG00000136108	ENST00000490903
ENSP00000407785	ENSG00000106263	ENST00000413917
ENSP00000432591	ENSG00000149090	ENST00000527605
ENSP00000453815	ENSG00000090661	ENST00000559336
ENSP00000391509	ENSG00000226492	ENST00000435267
ENSP00000301810	ENSG00000060971	ENST00000301810
ENSP00000340595	ENSG00000170412	ENST00000342648
ENSP00000388883	ENSG00000144031	ENST00000441349
ENSP00000395080	ENSG00000128242	ENST00000431313
ENSP00000377598	ENSG00000114423	ENST00000394030
ENSP00000478992	ENSG00000133243	ENST00000588395
ENSP00000478991	ENSG00000278634	ENST00000612001
ENSP00000478996	ENSG00000151067	ENST00000465278
ENSP00000436280	ENSG00000172717	ENST00000524532
ENSP00000393861	ENSG00000152642	ENST00000429432
ENSP00000393862	ENSG00000142687	ENST00000431916
ENSP00000393865	ENSG00000198466	ENST00000423137
ENSP00000453247	ENSG00000120885	ENST00000560566
ENSP00000453246	ENSG00000104133	ENST00000559511
ENSP00000453249	ENSG00000105419	ENST00000559338
ENSP00000453248	ENSG00000157450	ENST00000559592
ENSP00000425315	ENSG00000151466	ENST00000503401
ENSP00000458011	ENSG00000139546	ENST00000552817
ENSP00000436970	ENSG00000086991	ENST00000528341
ENSP00000458012	ENSG00000092531	ENST00000566327
ENSP00000458015	ENSG00000188603	ENST00000565778
ENSP00000388775	ENSG00000235708	ENST00000452730
ENSP00000436974	ENSG00000137500	ENST00000527495
ENSP00000458016	ENSG00000197535	ENST00000568914
ENSP00000423413	ENSG00000143322	ENST00000507173
ENSP00000423412	ENSG00000142731	ENST00000507249
ENSP00000423410	ENSG00000175471	ENST00000508509
ENSP00000423416	ENSG00000131711	ENST00000504492
ENSP00000376174	ENSG00000132341	ENST00000392367
ENSP00000482629	ENSG00000068400	ENST00000622231
ENSP00000456148	ENSG00000103534	ENST00000561503
ENSP00000456144	ENSG00000092531	ENST00000563873
ENSP00000426466	ENSG00000145425	ENST00000510993
ENSP00000426461	ENSG00000138722	ENST00000508372
ENSP00000426460	ENSG00000120725	ENST00000505830
ENSP00000426462	ENSG00000130396	ENST00000497596
ENSP00000412713	ENSG00000100316	ENST00000427905
ENSP00000424197	ENSG00000118482	ENST00000514822
ENSP00000424194	ENSG00000184985	ENST00000505529
ENSP00000424199	ENSG00000164111	ENST00000515017
ENSP00000424198	ENSG00000109466	ENST00000514860
ENSP00000363557	ENSG00000142661	ENST00000374434
ENSP00000414710	ENSG00000118961	ENST00000419825
ENSP00000387082	ENSG00000180398	ENST00000409147
ENSP00000387000	ENSG00000144152	ENST00000409450
ENSP00000392739	ENSG00000156687	ENST00000420357
ENSP00000392738	ENSG00000099917	ENST00000414658
ENSP00000392735	ENSG00000100280	ENST00000415756
ENSP00000177742	ENSG00000074071	ENST00000177742
ENSP00000392733	ENSG00000166507	ENST00000429742
ENSP00000392732	ENSG00000187514	ENST00000440384
ENSP00000476732	ENSG00000171365	ENST00000482218
ENSP00000476735	ENSG00000130881	ENST00000592484
ENSP00000382595	ENSG00000128050	ENST00000399688
ENSP00000382593	ENSG00000168137	ENST00000399686
ENSP00000394069	ENSG00000002822	ENST00000437877
ENSP00000394061	ENSG00000127990	ENST00000437425
ENSP00000453936	ENSG00000157483	ENST00000559412
ENSP00000453934	ENSG00000105419	ENST00000561096
ENSP00000394065	ENSG00000119041	ENST00000435252
ENSP00000453932	ENSG00000138600	ENST00000558414
ENSP00000453930	ENSG00000140612	ENST00000558217
ENSP00000408759	ENSG00000171345	ENST00000455635
ENSP00000387008	ENSG00000144485	ENST00000409574
ENSP00000454029	ENSG00000140332	ENST00000559191
ENSP00000466915	ENSG00000221946	ENST00000586063
ENSP00000278916	ENSG00000149554	ENST00000278916
ENSP00000457238	ENSG00000087258	ENST00000562316
ENSP00000430998	ENSG00000185250	ENST00000518648
ENSP00000485075	ENSG00000279646	ENST00000624963
ENSP00000485074	ENSG00000279983	ENST00000624396
ENSP00000457237	ENSG00000187555	ENST00000569230
ENSP00000485071	ENSG00000101901	ENST00000623310
ENSP00000457231	ENSG00000050820	ENST00000567215
ENSP00000457232	ENSG00000140859	ENST00000565270
ENSP00000485072	ENSG00000280130	ENST00000623891
ENSP00000484309	ENSG00000099840	ENST00000620263
ENSP00000459051	ENSG00000103355	ENST00000576886
ENSP00000484302	ENSG00000277117	ENST00000620481
ENSP00000459055	ENSG00000122390	ENST00000573580
ENSP00000431749	ENSG00000079459	ENST00000528812
ENSP00000431740	ENSG00000008517	ENST00000525228
ENSP00000431741	ENSG00000188672	ENST00000527747
ENSP00000431742	ENSG00000104529	ENST00000529516
ENSP00000431745	ENSG00000110429	ENST00000534136
ENSP00000420447	ENSG00000112763	ENST00000493173
ENSP00000420449	ENSG00000257743	ENST00000477922
ENSP00000371330	ENSG00000130598	ENST00000381905
ENSP00000473529	ENSG00000111252	ENST00000550925
ENSP00000473526	ENSG00000161249	ENST00000602781
ENSP00000473527	ENSG00000109689	ENST00000494628
ENSP00000473522	ENSG00000185046	ENST00000546364
ENSP00000473520	ENSG00000079101	ENST00000579912
ENSP00000473521	ENSG00000170035	ENST00000602499
ENSP00000477066	ENSG00000154065	ENST00000585908
ENSP00000478609	ENSG00000268043	ENST00000617931
ENSP00000409377	ENSG00000005844	ENST00000433423
ENSP00000420991	ENSG00000112576	ENST00000514588
ENSP00000420994	ENSG00000131844	ENST00000509358
ENSP00000471968	ENSG00000161249	ENST00000593342
ENSP00000471960	ENSG00000188868	ENST00000594577
ENSP00000471962	ENSG00000104976	ENST00000597584
ENSP00000471964	ENSG00000142227	ENST00000594198
ENSP00000462214	ENSG00000125454	ENST00000583332
ENSP00000458901	ENSG00000091622	ENST00000575201
ENSP00000386031	ENSG00000178381	ENST00000401903
ENSP00000386039	ENSG00000219545	ENST00000406829
ENSP00000389028	ENSG00000119888	ENST00000419334
ENSP00000470387	ENSG00000171747	ENST00000600070
ENSP00000387345	ENSG00000169507	ENST00000409058
ENSP00000463488	ENSG00000109113	ENST00000583538
ENSP00000463489	ENSG00000173762	ENST00000583376
ENSP00000387343	ENSG00000144485	ENST00000409182
ENSP00000463485	ENSG00000103043	ENST00000567648
ENSP00000463486	ENSG00000161960	ENST00000577269
ENSP00000463487	ENSG00000177728	ENST00000578853
ENSP00000463480	ENSG00000008838	ENST00000578161
ENSP00000463481	ENSG00000181610	ENST00000579380
ENSP00000470389	ENSG00000268714	ENST00000600981
ENSP00000432506	ENSG00000137509	ENST00000534396
ENSP00000432504	ENSG00000166261	ENST00000530393
ENSP00000408753	ENSG00000141570	ENST00000427800
ENSP00000457660	ENSG00000175318	ENST00000564129
ENSP00000432509	ENSG00000073921	ENST00000529016
ENSP00000432508	ENSG00000172530	ENST00000479780
ENSP00000436217	ENSG00000204370	ENST00000528048
ENSP00000430901	ENSG00000160255	ENST00000524251
ENSP00000430903	ENSG00000132554	ENST00000519092
ENSP00000430902	ENSG00000146006	ENST00000521094
ENSP00000430905	ENSG00000171970	ENST00000522294
ENSP00000430904	ENSG00000055163	ENST00000521420
ENSP00000430907	ENSG00000040341	ENST00000519961
ENSP00000430906	ENSG00000135679	ENST00000478070
ENSP00000430909	ENSG00000169567	ENST00000520028
ENSP00000362724	ENSG00000118705	ENST00000373622
ENSP00000471388	ENSG00000083845	ENST00000598495
ENSP00000471384	ENSG00000125730	ENST00000601008
ENSP00000429198	ENSG00000132554	ENST00000520117
ENSP00000471386	ENSG00000170954	ENST00000595174
ENSP00000429199	ENSG00000136986	ENST00000523036
ENSP00000479559	ENSG00000274276	ENST00000618024
ENSP00000386698	ENSG00000144036	ENST00000410104
ENSP00000462285	ENSG00000177426	ENST00000577543
ENSP00000462287	ENSG00000184205	ENST00000579390
ENSP00000430742	ENSG00000096872	ENST00000517866
ENSP00000386691	ENSG00000121964	ENST00000409298
ENSP00000479550	ENSG00000275331	ENST00000612904
ENSP00000386693	ENSG00000150275	ENST00000409834
ENSP00000403030	ENSG00000100364	ENST00000414854
ENSP00000451307	ENSG00000159173	ENST00000555948
ENSP00000386697	ENSG00000151164	ENST00000409778
ENSP00000403034	ENSG00000196498	ENST00000448008
ENSP00000416822	ENSG00000141756	ENST00000455106
ENSP00000416820	ENSG00000128513	ENST00000436534
ENSP00000430747	ENSG00000105483	ENST00000520015
ENSP00000455876	ENSG00000196155	ENST00000565773
ENSP00000436661	ENSG00000143036	ENST00000532427
ENSP00000444053	ENSG00000184056	ENST00000535906
ENSP00000345151	ENSG00000229292	ENST00000341750
ENSP00000429191	ENSG00000104442	ENST00000518908
ENSP00000380690	ENSG00000135127	ENST00000397558
ENSP00000428857	ENSG00000188994	ENST00000496806
ENSP00000471030	ENSG00000167985	ENST00000534878
ENSP00000428855	ENSG00000174226	ENST00000520661
ENSP00000428859	ENSG00000128694	ENST00000519810
ENSP00000366389	ENSG00000108852	ENST00000377184
ENSP00000471038	ENSG00000105143	ENST00000600144
ENSP00000461396	ENSG00000141198	ENST00000573607
ENSP00000403784	ENSG00000063015	ENST00000442608
ENSP00000403787	ENSG00000010282	ENST00000457462
ENSP00000443520	ENSG00000134532	ENST00000545921
ENSP00000474608	ENSG00000175787	ENST00000481550
ENSP00000386969	ENSG00000135919	ENST00000409840
ENSP00000474603	ENSG00000105649	ENST00000464076
ENSP00000465887	ENSG00000216588	ENST00000592507
ENSP00000465884	ENSG00000181666	ENST00000592768
ENSP00000468877	ENSG00000160014	ENST00000594523
ENSP00000465882	ENSG00000130811	ENST00000588709
ENSP00000465883	ENSG00000105519	ENST00000588776
ENSP00000465880	ENSG00000159917	ENST00000591609
ENSP00000468879	ENSG00000074181	ENST00000597756
ENSP00000465889	ENSG00000130175	ENST00000588269
ENSP00000380527	ENSG00000131051	ENST00000397370
ENSP00000480806	ENSG00000178104	ENST00000524974
ENSP00000363098	ENSG00000148219	ENST00000373986
ENSP00000469475	ENSG00000104976	ENST00000595637
ENSP00000472601	ENSG00000126456	ENST00000593922
ENSP00000472602	ENSG00000105443	ENST00000595765
ENSP00000358754	ENSG00000083097	ENST00000369739
ENSP00000443584	ENSG00000134539	ENST00000543777
ENSP00000480805	ENSG00000278270	ENST00000611572
ENSP00000465770	ENSG00000105607	ENST00000588905
ENSP00000429106	ENSG00000197892	ENST00000523130
ENSP00000465773	ENSG00000080511	ENST00000587782
ENSP00000465774	ENSG00000104814	ENST00000586296
ENSP00000429101	ENSG00000142319	ENST00000513308
ENSP00000429100	ENSG00000196743	ENST00000523466
ENSP00000452651	ENSG00000028528	ENST00000560829
ENSP00000452653	ENSG00000100884	ENST00000559207
ENSP00000452652	ENSG00000028528	ENST00000559061
ENSP00000402786	ENSG00000177570	ENST00000453675
ENSP00000452654	ENSG00000103657	ENST00000559715
ENSP00000437287	ENSG00000175550	ENST00000527119
ENSP00000480804	ENSG00000149646	ENST00000489667
ENSP00000434100	ENSG00000255524	ENST00000526428
ENSP00000434102	ENSG00000186470	ENST00000530653
ENSP00000393990	ENSG00000139737	ENST00000442759
ENSP00000393991	ENSG00000166451	ENST00000428963
ENSP00000447911	ENSG00000134285	ENST00000552878
ENSP00000447914	ENSG00000166986	ENST00000552371
ENSP00000447915	ENSG00000161996	ENST00000546896
ENSP00000447916	ENSG00000139323	ENST00000549035
ENSP00000405060	ENSG00000167632	ENST00000438773
ENSP00000405064	ENSG00000147403	ENST00000427682
ENSP00000478386	ENSG00000278550	ENST00000616586
ENSP00000478380	ENSG00000006534	ENST00000527514
ENSP00000404331	ENSG00000090565	ENST00000449879
ENSP00000404330	ENSG00000204740	ENST00000441070
ENSP00000482489	ENSG00000105556	ENST00000619835
ENSP00000445393	ENSG00000100934	ENST00000545328
ENSP00000452445	ENSG00000126777	ENST00000553624
ENSP00000473957	ENSG00000165119	ENST00000481820
ENSP00000473955	ENSG00000228300	ENST00000469144
ENSP00000473953	ENSG00000115268	ENST00000233609
ENSP00000473952	ENSG00000146416	ENST00000494282
ENSP00000425083	ENSG00000204531	ENST00000471529
ENSP00000473630	ENSG00000001497	ENST00000469091
ENSP00000460112	ENSG00000183549	ENST00000575584
ENSP00000473958	ENSG00000198015	ENST00000548545
ENSP00000359936	ENSG00000259030	ENST00000370899
ENSP00000359930	ENSG00000259030	ENST00000370893
ENSP00000359931	ENSG00000254685	ENST00000370894
ENSP00000359932	ENSG00000259030	ENST00000370895
ENSP00000451743	ENSG00000065357	ENST00000555218
ENSP00000301194	ENSG00000167614	ENST00000301194
ENSP00000451740	ENSG00000165525	ENST00000554626
ENSP00000439979	ENSG00000129493	ENST00000538864
ENSP00000428253	ENSG00000147526	ENST00000521866
ENSP00000451747	ENSG00000126787	ENST00000557645
ENSP00000435275	ENSG00000134343	ENST00000531646
ENSP00000435276	ENSG00000168056	ENST00000530866
ENSP00000360010	ENSG00000116729	ENST00000370971
ENSP00000435271	ENSG00000197165	ENST00000533150
ENSP00000360015	ENSG00000116729	ENST00000370976
ENSP00000435273	ENSG00000134802	ENST00000528187
ENSP00000435278	ENSG00000118096	ENST00000528378
